fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,History,Horror,Mystery,Romance,SciFi,Short,Sport,Thriller,War,Western
titles03/index.html.1279,tt0066819,Betrogen (1971),betrogen,http://www.imdb.com/title/tt0066819/,7.2,7504,6300,1971,video.movie,0,0,15,28,65,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
titles03/index.html.1281,tt0066858,Boyfriend (Ihr Liebhaber) (1971),boyfriend ihr liebhaber,http://www.imdb.com/title/tt0066858/,8,1901,8220,1971,video.movie,4,3,9,35,40,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1283,tt0066995,James Bond 007 - Diamantenfieber (1971),james bond diamantenfieber,http://www.imdb.com/title/tt0066995/,6.7,57495,7200,1971,video.movie,1,2,57,319,252,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1286,tt0067093,Anatevka (1971),anatevka,http://www.imdb.com/title/tt0067093/,8,24615,10860,1971,video.movie,6,13,58,218,139,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
titles03/index.html.1287,tt0067116,French Connection - Brennpunkt Brooklyn (1971),french connection brennpunkt brooklyn,http://www.imdb.com/title/tt0067116/,7.8,62603,6240,1971,video.movie,18,8,42,580,257,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1289,tt0067224,Leise weht der Wind des Todes (1971),leise weht der wind des todes,http://www.imdb.com/title/tt0067224/,6.4,1311,6660,1971,video.movie,0,0,14,3,47,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.129,tt0022958,Menschen im Hotel (1932),menschen im hotel,http://www.imdb.com/title/tt0022958/,7.7,10316,6720,1932,video.movie,1,0,26,390,97,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1293,tt0067333,Lawman (1971),lawman,http://www.imdb.com/title/tt0067333/,7,2132,5940,1971,video.movie,0,0,24,15,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1294,tt0067388,Ein Mann in der Wildnis (1971),ein mann in der wildnis,http://www.imdb.com/title/tt0067388/,6.9,1112,6240,1971,video.movie,0,0,5,11,35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1297,tt0067421,Mere Apne (1971),mere apne,http://www.imdb.com/title/tt0067421/,7.5,281,9840,1971,video.movie,0,0,0,0,7,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1299,tt0067483,Nikolaus und Alexandra (1971),nikolaus und alexandra,http://www.imdb.com/title/tt0067483/,7.3,2682,10980,1971,video.movie,1,11,17,21,49,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
titles03/index.html.13,tt0010418,ZustÃ¤nde wie im Paradies (1919),zust nde wie im paradies,http://www.imdb.com/title/tt0010418/,8.1,1177,6960,1919,video.movie,0,0,5,0,13,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.130,tt0023026,Hook and Ladder (1932),hook and ladder,http://www.imdb.com/title/tt0023026/,7.4,162,1200,1932,video.movie,0,0,2,0,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
titles03/index.html.1300,tt0067500,Die Nacht der reitenden Leichen (1972),die nacht der reitenden leichen,http://www.imdb.com/title/tt0067500/,6.2,3381,6060,1972,video.movie,0,0,6,12,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
titles03/index.html.1301,tt0067546,Pakeezah (1972),pakeezah,http://www.imdb.com/title/tt0067546/,7.5,864,7560,1972,video.movie,1,0,0,0,20,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1303,tt0067588,Sadistico (1971),sadistico,http://www.imdb.com/title/tt0067588/,7,15281,6120,1971,video.movie,0,0,23,73,132,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1304,tt0067656,Im Blutrausch des Satans (1971),im blutrausch des satans,http://www.imdb.com/title/tt0067656/,6.8,4481,5040,1971,video.movie,1,0,13,79,86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
titles03/index.html.1305,tt0067672,Sabata kehrt zurÃ¼ck (1971),sabata kehrt zur ck,http://www.imdb.com/title/tt0067672/,5.7,927,6480,1971,video.movie,0,0,4,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1306,tt0067741,Shaft (1971),shaft,http://www.imdb.com/title/tt0067741/,6.6,10321,6000,1971,video.movie,4,4,36,15,71,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1309,tt0067804,Summertree (1971),summertree,http://www.imdb.com/title/tt0067804/,6.1,114,5280,1971,video.movie,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.131,tt0023027,Die Marx Brothers in der Uni (1932),die marx brothers in der uni,http://www.imdb.com/title/tt0023027/,7.7,7819,4080,1932,video.movie,0,0,22,54,84,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1310,tt0067824,Die Todesfaust des Cheng Li (1971),die todesfaust des cheng li,http://www.imdb.com/title/tt0067824/,7.1,14113,6000,1971,video.movie,0,0,33,49,68,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1311,tt0067924,Circus der Vampire (1972),circus der vampire,http://www.imdb.com/title/tt0067924/,6.5,2066,5220,1972,video.movie,0,0,4,58,60,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
titles03/index.html.1312,tt0067927,Fluchtpunkt San Franzisko (1971),fluchtpunkt san franzisko,http://www.imdb.com/title/tt0067927/,7.3,18044,5940,1971,video.movie,0,0,13,108,152,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1314,tt0067979,Whity (1971),whity,http://www.imdb.com/title/tt0067979/,6.7,609,5700,1971,video.movie,2,2,8,6,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1316,tt0068022,El Capitano (1971),el capitano,http://www.imdb.com/title/tt0068022/,5.7,391,6480,1971,video.movie,0,0,3,35,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1319,tt0068154,Vier FÃ¤uste fÃ¼r ein Halleluja (1971),vier f uste f r ein halleluja,http://www.imdb.com/title/tt0068154/,7.2,7407,7020,1971,video.movie,1,0,14,0,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.132,tt0023194,Die Maske des Fu-Manchu (1932),die maske des fu manchu,http://www.imdb.com/title/tt0023194/,6.6,1874,4080,1932,video.movie,0,0,2,2,66,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
titles03/index.html.1321,tt0068245,In schlechter Gesellschaft (1972),in schlechter gesellschaft,http://www.imdb.com/title/tt0068245/,7.1,2081,5580,1972,video.movie,0,0,6,0,33,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1322,tt0068309,Die Faust der Rebellen (1972),die faust der rebellen,http://www.imdb.com/title/tt0068309/,6.1,4986,5280,1972,video.movie,0,0,15,51,36,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1323,tt0068361,Der diskrete Charme der Bourgeoisie (1972),der diskrete charme der bourgeoisie,http://www.imdb.com/title/tt0068361/,7.9,21258,6120,1972,video.movie,9,6,16,47,64,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1325,tt0068473,Beim Sterben ist jeder der Erste (1972),beim sterben ist jeder der erste,http://www.imdb.com/title/tt0068473/,7.8,64436,6600,1972,video.movie,2,10,47,191,316,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1328,tt0068615,Frogs (1972),frogs,http://www.imdb.com/title/tt0068615/,4.1,3408,4680,1972,video.movie,0,0,13,8,118,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
titles03/index.html.133,tt0023245,Die Mumie (1932),die mumie,http://www.imdb.com/title/tt0023245/,7.3,12009,4380,1932,video.movie,1,1,18,107,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
titles03/index.html.1330,tt0068657,Drei Vaterunser fÃ¼r vier Halunken (1972),drei vaterunser f r vier halunken,http://www.imdb.com/title/tt0068657/,6.5,1231,5880,1972,video.movie,0,0,3,5,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1331,tt0068699,Ein Fremder ohne Namen (1973),ein fremder ohne namen,http://www.imdb.com/title/tt0068699/,7.7,26996,6300,1973,video.movie,0,0,26,103,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1335,tt0068786,Junior Bonner (1972),junior bonner,http://www.imdb.com/title/tt0068786/,6.8,3365,6000,1972,video.movie,2,0,27,10,50,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1336,tt0068883,Ludwig II (1972),ludwig ii,http://www.imdb.com/title/tt0068883/,7.7,2431,14100,1972,video.movie,7,4,9,11,24,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
titles03/index.html.1337,tt0069019,Non si sevizia un paperino (1972),non si sevizia un paperino,http://www.imdb.com/title/tt0069019/,7.2,3822,6120,1972,video.movie,0,0,7,9,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
titles03/index.html.1338,tt0069095,Zwei Himmelhunde auf dem Weg zur HÃ¶lle (1972),zwei himmelhunde auf dem weg zur h lle,http://www.imdb.com/title/tt0069095/,6.6,3157,7200,1972,video.movie,2,0,7,0,6,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.134,tt0023285,Nummer siebzehn (1932),nummer siebzehn,http://www.imdb.com/title/tt0023285/,5.9,2975,3780,1932,video.movie,0,0,15,12,55,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
titles03/index.html.1343,tt0069400,Trafic - Tati im Stossverkehr (1971),trafic tati im stossverkehr,http://www.imdb.com/title/tt0069400/,7.3,2921,5760,1971,video.movie,1,1,22,14,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1349,tt0069697,Zwei wie Pech und Schwefel (1974),zwei wie pech und schwefel,http://www.imdb.com/title/tt0069697/,7.4,5196,6060,1974,video.movie,2,0,3,0,31,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.135,tt0023305,Reise ohne Wiederkehr (1932),reise ohne wiederkehr,http://www.imdb.com/title/tt0023305/,8.2,2072,4020,1932,video.movie,0,0,0,0,34,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1352,tt0069768,Die Schlacht um den Planet der Affen (1973),die schlacht um den planet der affen,http://www.imdb.com/title/tt0069768/,5.4,18017,5580,1973,video.movie,0,0,39,43,84,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
titles03/index.html.1353,tt0069834,Geier kennen kein Erbarmen (1973),geier kennen kein erbarmen,http://www.imdb.com/title/tt0069834/,6.4,3088,6180,1973,video.movie,0,0,22,3,24,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1354,tt0069945,Dark Star - Finsterer Stern (1974),dark star finsterer stern,http://www.imdb.com/title/tt0069945/,6.6,13491,4980,1974,video.movie,1,2,17,68,145,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
titles03/index.html.1358,tt0070040,Der Geist des Bienenstocks (1973),der geist des bienenstocks,http://www.imdb.com/title/tt0070040/,8,8935,5820,1973,video.movie,7,1,11,2,79,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1360,tt0070078,Die TÃ¼r ins Jenseits (1974),die t r ins jenseits,http://www.imdb.com/title/tt0070078/,6.8,1730,5820,1974,video.movie,0,0,7,28,36,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
titles03/index.html.1361,tt0070079,Der geheimnisvolle Engel (1973),der geheimnisvolle engel,http://www.imdb.com/title/tt0070079/,6.1,277,6300,1973,video.movie,0,0,2,5,12,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1362,tt0070130,Das groÃŸe Fressen (1973),das gro e fressen,http://www.imdb.com/title/tt0070130/,7.3,7039,7800,1973,video.movie,2,1,14,18,36,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1363,tt0070199,The Men Who Made the Movies: Howard Hawks (TV Movie 1973),the men who made the movies howard hawks tv movie,http://www.imdb.com/title/tt0070199/,6.4,215,3420,1973,video.movie,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1364,tt0070290,Das letzte Kommando (1973),das letzte kommando,http://www.imdb.com/title/tt0070290/,7.6,12908,6240,1973,video.movie,6,6,11,98,104,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1365,tt0070294,Tanz der TotenkÃ¶pfe (1973),tanz der totenk pfe,http://www.imdb.com/title/tt0070294/,6.9,7032,5700,1973,video.movie,0,0,10,52,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
titles03/index.html.1367,tt0070334,Der Tod kennt keine Wiederkehr (1973),der tod kennt keine wiederkehr,http://www.imdb.com/title/tt0070334/,7.7,13601,6720,1973,video.movie,1,0,10,149,136,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1373,tt0070619,RÃ©gi idÃ¶k focija (1973),r gi id k focija,http://www.imdb.com/title/tt0070619/,7.3,233,5040,1973,video.movie,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1374,tt0070628,Das Sanatorium zur Todesanzeige (1973),das sanatorium zur todesanzeige,http://www.imdb.com/title/tt0070628/,7.8,1222,7440,1973,video.movie,2,1,5,0,12,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1377,tt0070698,Die Schwestern des BÃ¶sen (1973),die schwestern des b sen,http://www.imdb.com/title/tt0070698/,7,8350,5580,1973,video.movie,0,0,11,49,102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
titles03/index.html.138,tt0023590,Three on a Match (1932),three on a match,http://www.imdb.com/title/tt0023590/,7.3,1764,3780,1932,video.movie,0,0,0,0,38,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1380,tt0070825,Dreckiges Gold (1973),dreckiges gold,http://www.imdb.com/title/tt0070825/,6.4,2682,5520,1973,video.movie,0,0,16,4,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1381,tt0070861,V boy idut odni stariki (1973),v boy idut odni stariki,http://www.imdb.com/title/tt0070861/,8.4,1553,5520,1973,video.movie,0,0,2,0,5,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
titles03/index.html.1382,tt0070915,Der Tiger hetzt die Meute (1973),der tiger hetzt die meute,http://www.imdb.com/title/tt0070915/,6.3,1931,6060,1973,video.movie,0,0,13,47,32,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1383,tt0070935,Yaadon Ki Baaraat (1973),yaadon ki baaraat,http://www.imdb.com/title/tt0070935/,7.4,994,9840,1973,video.movie,0,0,0,0,8,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1386,tt0071141,Angst essen Seele auf (1974),angst essen seele auf,http://www.imdb.com/title/tt0071141/,8.1,9162,5580,1974,video.movie,4,1,10,22,43,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1388,tt0071230,Der wilde wilde Westen (1974),der wilde wilde westen,http://www.imdb.com/title/tt0071230/,7.8,74528,5580,1974,video.movie,2,2,41,516,338,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.139,tt0023622,Ã„rger im Paradies (1932),rger im paradies,http://www.imdb.com/title/tt0023622/,8.2,7692,4980,1932,video.movie,2,0,2,119,54,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1390,tt0071281,Carry on Dick (1974),carry on dick,http://www.imdb.com/title/tt0071281/,5.9,1335,5460,1974,video.movie,0,0,11,3,16,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1392,tt0071360,Der Dialog (1974),der dialog,http://www.imdb.com/title/tt0071360/,8,60195,6780,1974,video.movie,14,11,22,259,283,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
titles03/index.html.1393,tt0071381,CÃ©line und Julie fahren Boot (1974),c line und julie fahren boot,http://www.imdb.com/title/tt0071381/,7.8,2571,11580,1974,video.movie,1,0,2,16,37,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1394,tt0071402,Ein Mann sieht rot (1974),ein mann sieht rot,http://www.imdb.com/title/tt0071402/,7,20402,5580,1974,video.movie,1,1,10,544,178,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1396,tt0071424,Kesse Mary - Irrer Larry (1974),kesse mary irrer larry,http://www.imdb.com/title/tt0071424/,6.7,3666,5580,1974,video.movie,0,0,5,21,59,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1398,tt0071502,Erotische Geschichten aus 1001 Nacht (1974),erotische geschichten aus nacht,http://www.imdb.com/title/tt0071502/,6.9,3929,7800,1974,video.movie,1,3,21,155,28,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.140,tt0023649,Vampyr (1932),vampyr,http://www.imdb.com/title/tt0023649/,7.7,8562,4980,1932,video.movie,0,0,12,26,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
titles03/index.html.1400,tt0071615,Montana Sacra - Der heilige Berg (1973),montana sacra der heilige berg,http://www.imdb.com/title/tt0071615/,7.8,14804,6840,1973,video.movie,1,1,15,77,110,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1402,tt0071784,In meiner Wut wieg' ich vier Zentner (1974),in meiner wut wieg ich vier zentner,http://www.imdb.com/title/tt0071784/,5.9,468,5880,1974,video.movie,0,0,3,5,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1403,tt0071807,James Bond 007 - Der Mann mit dem goldenen Colt (1974),james bond der mann mit dem goldenen colt,http://www.imdb.com/title/tt0071807/,6.8,56499,7500,1974,video.movie,1,1,49,237,230,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1406,tt0071923,Weltkatastrophe 1999? - Die Prophezeiungen des Nostradamus (1974),weltkatastrophe die prophezeiungen des nostradamus,http://www.imdb.com/title/tt0071923/,6,166,5400,1974,video.movie,0,0,0,0,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
titles03/index.html.1407,tt0071935,Der Fall Odessa (1974),der fall odessa,http://www.imdb.com/title/tt0071935/,7,6034,7200,1974,video.movie,0,0,17,30,47,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1409,tt0072253,Die Frucht des Tropenbaumes (1974),die frucht des tropenbaumes,http://www.imdb.com/title/tt0072253/,6.6,879,7140,1974,video.movie,0,0,12,9,23,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.141,tt0023681,West of Broadway (1931),west of broadway,http://www.imdb.com/title/tt0023681/,7.5,463,4080,1931,video.movie,0,0,0,0,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
titles03/index.html.1411,tt0072272,Das gibt's nie wieder (1974),das gibt s nie wieder,http://www.imdb.com/title/tt0072272/,7.7,3433,8100,1974,video.movie,2,0,13,0,44,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1412,tt0072281,Die drei Musketiere (1973),die drei musketiere,http://www.imdb.com/title/tt0072281/,7.4,10261,6300,1973,video.movie,3,7,29,58,76,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1413,tt0072417,Eine Frau unter EinfluÃŸ (1974),eine frau unter einflu,http://www.imdb.com/title/tt0072417/,8.2,10118,9300,1974,video.movie,9,4,19,101,84,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1414,tt0072431,Frankenstein Junior (1974),frankenstein junior,http://www.imdb.com/title/tt0072431/,8.1,92629,6360,1974,video.movie,10,4,41,383,296,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1418,tt0072608,Sherlock Holmes cleverer Bruder (1975),sherlock holmes cleverer bruder,http://www.imdb.com/title/tt0072608/,6.1,4063,5460,1975,video.movie,0,0,8,3,54,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1419,tt0072637,Ein irres Klassentreffen (1975),ein irres klassentreffen,http://www.imdb.com/title/tt0072637/,8.2,3594,8400,1975,video.movie,6,4,0,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.142,tt0023686,What Price Hollywood? (1932),what price hollywood,http://www.imdb.com/title/tt0023686/,7.9,1216,5280,1932,video.movie,0,0,0,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1420,tt0072667,FBI - Kampf dem Terror (TV Movie 1975),fbi kampf dem terror tv movie,http://www.imdb.com/title/tt0072667/,6.9,130,12900,1975,video.movie,0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1422,tt0072705,700 Meilen westwÃ¤rts (1975),meilen westw rts,http://www.imdb.com/title/tt0072705/,6.8,2944,7920,1975,video.movie,1,0,11,9,37,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1424,tt0072901,Asterix erobert Rom (1976),asterix erobert rom,http://www.imdb.com/title/tt0072901/,7.7,7748,4920,1976,video.movie,2,0,9,0,14,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1425,tt0072926,Im Auftrag des Drachen (1975),im auftrag des drachen,http://www.imdb.com/title/tt0072926/,6.3,9861,7380,1975,video.movie,0,0,28,22,74,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1426,tt0072953,Eskimo Nell (1975),eskimo nell,http://www.imdb.com/title/tt0072953/,4.9,118,5100,1975,video.movie,0,0,3,2,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1427,tt0072976,Faustrecht der Freiheit (1975),faustrecht der freiheit,http://www.imdb.com/title/tt0072976/,7.7,2481,7380,1975,video.movie,1,0,10,7,24,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.143,tt0023737,Ace of Aces (1933),ace of aces,http://www.imdb.com/title/tt0023737/,6.2,119,4560,1933,video.movie,0,0,0,0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
titles03/index.html.1432,tt0073453,Die heiÃŸe Spur (1975),die hei e spur,http://www.imdb.com/title/tt0073453/,7.2,5553,6000,1975,video.movie,0,0,11,109,46,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
titles03/index.html.1436,tt0073594,Verdammt zu leben - verdammt zu sterben! (1975),verdammt zu leben verdammt zu sterben,http://www.imdb.com/title/tt0073594/,6.4,1348,6240,1975,video.movie,0,0,3,4,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.1437,tt0073629,The Rocky Horror Picture Show (1975),the rocky horror picture show,http://www.imdb.com/title/tt0073629/,7.4,80386,6000,1975,video.movie,2,4,184,583,468,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1438,tt0073636,Mit Dynamit und frommen SprÃ¼chen (1975),mit dynamit und frommen spr chen,http://www.imdb.com/title/tt0073636/,6.8,6018,6480,1975,video.movie,0,0,84,465,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
titles03/index.html.144,tt0023876,Kavalkade (1933),kavalkade,http://www.imdb.com/title/tt0023876/,6.2,2198,6720,1933,video.movie,1,1,4,19,35,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
titles03/index.html.1440,tt0073714,Onna hissatsu ken (1974),onna hissatsu ken,http://www.imdb.com/title/tt0073714/,6.4,708,5160,1974,video.movie,0,0,6,0,18,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1442,tt0073756,Der Wildeste von allen (1974),der wildeste von allen,http://www.imdb.com/title/tt0073756/,7.2,3173,5460,1974,video.movie,0,0,12,0,51,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
